연번 ,업소명(상호),영업장소재지,경도,위도,위생등급,지정번호,관할기관,지정일자
692,챠오샤브 장전역점,부산광역시 금정구 중앙대로1719번길 47(2층 부곡동),129.0895387,35.23733491,매우우수,HG230003954,부산광역시 금정구,2023-06-20
693,롯데컬처웍스(주)롯데시네마오투(부산대),부산광역시 금정구 중앙대로 1607(1층 부곡동),129.0897916,35.22832785,매우우수,HG210004421,부산광역시 금정구,2023-05-25
695,면채움,부산광역시 금정구 금정로231번길 11(구서동),129.0900979,35.24463102,매우우수,HG220009437,부산광역시 금정구,2022-11-01
697,하이오 구서점,부산광역시 금정구 금정로233번길 39(구서동),129.0909123,35.24637235,매우우수,HG210009386,부산광역시 금정구,2023-10-06
703,플러스82 부산대점,부산광역시 금정구 동현로 41-1(1층 부곡동),129.0931016,35.22285363,매우우수,HG230007869,부산광역시 금정구,2023-10-20
704,스몰굿커피 금정구청점,부산광역시 금정구 중앙대로1778번길 8(부곡동),129.0936781,35.24286804,매우우수,HG220008143,부산광역시 금정구,2022-09-28
707,삼성웰스토리(주)동래베네스트,부산광역시 금정구 남산동 265-34,129.1004076,35.2651881,매우우수,HG220000408,부산광역시 금정구,2022-01-25
711,어벤더치커피,부산광역시 금정구 장전온천천로 45(1~3층 장전동),129.089088,35.22910938,매우우수,HG220007436,부산광역시 금정구,2022-09-05
712,농가의 하루,부산광역시 금정구 금샘로 335(A동 1-2층 구서동),129.0844677,35.25335292,매우우수,HG200000320,부산광역시 금정구,2022-01-30
713,라멘정 부산대학점,부산광역시 금정구 부산대학로49번길 16(1층 장전동),129.0855926,35.23060105,매우우수,HG230006626,부산광역시 금정구,2023-09-06
714,조선화로집 장전점,부산광역시 금정구 식물원로 25(1층 장전동),129.0853103,35.22425787,우수,HG230004628,부산광역시 금정구,2023-07-10
716,프레드피자 부산대점,부산광역시 금정구 장전로20번길 28(1층 장전동),129.087553,35.22933051,매우우수,HG220005009,부산광역시 금정구,2022-06-30
717,베트남골목식당,부산광역시 금정구 장전로 16-1(1층 장전동),129.0869649,35.22806486,매우우수,HG220000394,부산광역시 금정구,2022-01-24
718,꼬들스맵족발,부산광역시 금정구 수림로66번길 94(1층 구서동),129.0868778,35.24374963,우수,HG220007770,부산광역시 금정구,2022-09-15
720,프레드피자 남산점,부산광역시 금정구 학산로 11-1(1층 남산동),129.0912456,35.26465825,매우우수,HG220005032,부산광역시 금정구,2022-06-30
721,하마하마베이크하우스(HamaHama bakehouse),부산광역시 금정구 수림로85번길 50-1(1층 장전동),129.0829177,35.23762876,매우우수,HG220005112,부산광역시 금정구,2022-07-01
722,일디오보,부산광역시 금정구 금샘로 383(1층 구서동),129.0844336,35.25738238,매우우수,HG230008983,부산광역시 금정구,2023-11-14
724,하이스트C.C클럽하우스,부산광역시 강서구 과학산단1로 172(지사동),128.8150536,35.13911683,우수,HG220001301,부산광역시 강서구,2022-03-07
729,언양닭칼국수 강서점,부산광역시 강서구 화전산단4로 16(화전동),128.8798329,35.11081838,매우우수,HG230001827,부산광역시 강서구,2023-04-06
738,치킨마루 명지국제신도시점,부산광역시 강서구 명지국제2로28번길 23(2동 133호 명지동),128.9099048,35.09342409,매우우수,HG220006271,부산광역시 강서구,2022-08-03
739,인생아구찜,부산광역시 강서구 명지국제2로28번길 23(3동 1층 102호 명지동),128.9099048,35.09342409,매우우수,HG230004809,부산광역시 강서구,2023-07-17
740,노블랜드주식회사 롯데시네마 명지점,부산광역시 강서구 명지국제6로 107(2층 일부호 명지동),128.9108856,35.09286685,매우우수,HG230002423,부산광역시 강서구,2023-04-28
743,아찌라멘,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 3층 3302호 명지동),128.9181487,35.09310945,매우우수,HG230008472,부산광역시 강서구,2023-11-09
744,필동함박 명지점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 3307호 명지동),128.9181487,35.09310945,매우우수,HG230007861,부산광역시 강서구,2023-10-20
749,몽돌캠핑,부산광역시 강서구 명지국제8로 286(203호 일부 명지동),128.9240307,35.09730135,좋음,HG220003325,부산광역시 강서구,2022-05-11
750,시민족발보쌈 명지점,부산광역시 강서구 명지국제8로 287(108호 명지동),128.9241698,35.09796733,우수,HG220009898,부산광역시 강서구,2022-11-11
751,청년숯불두마리치킨,부산광역시 강서구 명지국제8로 287(1층 105호 명지동),128.9241698,35.09796733,매우우수,HG230008660,부산광역시 강서구,2023-11-10
753,플레이팅 김해공항 국내선3F점,부산광역시 강서구 공항진입로 108(김해공항 국내선 3층 일부호 대저2동),128.9469636,35.17292343,매우우수,HG220009598,부산광역시 강서구,2022-11-03
757,현풍닭칼국수 부산명지점,"부산광역시 강서구 명지국제8로 286(201, 204호 명지동)",128.9240307,35.09730135,매우우수,HG230002811,부산광역시 강서구,2023-05-16
759,르번미 스타필드명지점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 1층 1147호 명지동),128.9181487,35.09310945,매우우수,HG220010635,부산광역시 강서구,2022-11-30
762,코지하우스 명지점,부산광역시 강서구 명지국제11로 70(1층 명지동),128.9259254,35.10384015,매우우수,HG230002454,부산광역시 강서구,2023-05-02
763,웨이쿡 아시아드점,"부산광역시 연제구 종합운동장로 7(거제동,홈플러스아시아드점내)",129.0620097,35.19126678,매우우수,HG200007833,부산광역시 연제구,2022-10-23
766,송정집 칼국수,부산광역시 연제구 종합운동장로 7(홈플러스아시아드점 지하2층 거제동),129.0620097,35.19126678,매우우수,HG200007835,부산광역시 연제구,2022-10-23
767,홍대개미,부산광역시 연제구 종합운동장로 7(홈플러스 아시아드점 지하2층 거제동),129.0620097,35.19126678,매우우수,HG230002926,부산광역시 연제구,2023-05-17
768,초밥쟁이,"부산광역시 연제구 종합운동장로28번길 7(101동 104호 거제동, 부산 아시아드 코오롱 하늘채 아파트)",129.0647509,35.19348713,매우우수,HG220008200,부산광역시 연제구,2022-09-29
769,오븐마루 사직거제점,부산광역시 연제구 법원북로3번길 11(1층 거제동),129.0673234,35.19371685,매우우수,HG220010699,부산광역시 연제구,2022-12-06
779,동백한우,부산광역시 연제구 신촌로 35(1층 연산동),129.0747436,35.18351954,매우우수,HG230006758,부산광역시 연제구,2023-09-12
781,별난 수작요리 팩토리,부산광역시 연제구 거제천로 124(2층 연산동),129.0752859,35.18467751,우수,HG220001895,부산광역시 연제구,2022-03-25
782,신창국밥 거제점,"부산광역시 연제구 법원남로10번길 23-1(1층 101,102호 거제동, 나경빌딩)",129.075419,35.19143673,매우우수,HG220007829,부산광역시 연제구,2022-09-16
791,친절한 근자씨 양곱창,부산광역시 연제구 고분로31번길 25(4층 연산동),129.0857343,35.18685566,매우우수,HG220009534,부산광역시 연제구,2022-11-02
792,피자와썹,부산광역시 연제구 거제천로230번길 81(1층 103호 연산동),129.0832183,35.18838354,매우우수,HG230006466,부산광역시 연제구,2023-09-01
793,천라쿵푸 마라탕,"부산광역시 연제구 반송로 22(1층 1,5,6,7호 연산동, 동서상가)",129.0836291,35.18707285,좋음,HG230006256,부산광역시 연제구,2023-08-28
795,경성밥상,"부산광역시 연제구 반송로 32-15(연산동,연산1동)",129.0847871,35.18745908,매우우수,HG230006255,부산광역시 연제구,2023-08-28
796,불백고수락 연산점,부산광역시 연제구 거제천로 258(연산동),129.0852596,35.19161023,우수,HG220007744,부산광역시 연제구,2022-09-14
797,대패가1900 연산점,부산광역시 연제구 쌍미천로141번길 11(1층 연산동),129.0864688,35.18511841,매우우수,HG220001847,부산광역시 연제구,2022-03-23
798,정성다믐,부산광역시 연제구 대리로6번길 121(1층 연산동),129.0867534,35.17599381,매우우수,HG220007725,부산광역시 연제구,2022-09-14
800,족보잇는국밥,부산광역시 연제구 과정로343번길 22(더스타 1층 연산동),129.0890937,35.1901065,우수,HG220001915,부산광역시 연제구,2022-03-25
802,5월의 반찜,부산광역시 연제구 고분로 66(1층 연산동),129.0895255,35.18545147,매우우수,HG230006016,부산광역시 연제구,2023-08-21
804,미니니(MInini),부산광역시 연제구 배산북로 5(연산동),129.0929533,35.17496446,매우우수,HG220001577,부산광역시 연제구,2022-03-16
812,bhc 토곡중앙점,부산광역시 연제구 고분로 245(연산동),129.1089594,35.18465289,우수,HG210002326,부산광역시 연제구,2023-04-02
813,CGV 아시아드,부산광역시 연제구 종합운동장로 7(홈플러스아시아드점  B2층 거제동),129.0620097,35.19126678,우수,HG220007482,부산광역시 연제구,2022-09-06
814,스위츠온 Sweets On,부산광역시 연제구 대리로6번길 115(1층 연산동),129.0866358,35.17622923,매우우수,HG230006939,부산광역시 연제구,2023-09-18
816,모퉁이,부산광역시 연제구 월드컵대로187번길 20(1층 거제동),129.0753499,35.18703858,좋음,HG220007323,부산광역시 연제구,2022-09-01
817,호미스 사직거제점,부산광역시 연제구 거제대로252번길 5(1층 거제동),129.0758751,35.18939554,매우우수,HG220008218,부산광역시 연제구,2022-09-29
818,맥주밤거리,부산광역시 연제구 중앙대로1150번길 26(1층 일부호 연산동),129.0823087,35.19016741,매우우수,HG220007764,부산광역시 연제구,2022-09-15
819,백리향&밀면,부산광역시 수영구 연수로263번길 12-17(망미동),129.1004686,35.17380564,우수,HG230002028,부산광역시 수영구,2023-04-13
823,열정국밥,부산광역시 수영구 수영로507번길 57-5(1층 광안동),129.1087868,35.15257413,우수,HG230005787,부산광역시 수영구,2023-08-11
825,신창국밥,부산광역시 수영구 남천동로24번길 42(1층 남천동),129.110192,35.14050065,우수,HG220002747,부산광역시 수영구,2022-04-22
826,국순만,"부산광역시 수영구 망미번영로60번길 8(106,107호 수영동)",129.1101862,35.17234675,매우우수,HG230000328,부산광역시 수영구,2023-02-01
828,토종진순대,부산광역시 수영구 수영로521번길 5(1층 광안동),129.1113064,35.15223553,매우우수,HG230006943,부산광역시 수영구,2023-09-18
830,언양닭칼국수 수영구청점,부산광역시 수영구 남천동로108번길 9(1층 남천동),129.1118355,35.145957,매우우수,HG230001972,부산광역시 수영구,2023-04-11
841,용감한 식당 수영점,부산광역시 수영구 좌수영로 131-13(망미동),129.1173261,35.17586852,매우우수,HG230004593,부산광역시 수영구,2023-07-10
843,스카이라운지,"부산광역시 수영구 광안해변로 229(광안동서커스빌딩 15, 옥상층 광안동)",129.1190835,35.15432718,매우우수,HG220005388,부산광역시 수영구,2022-07-11
848,꼬김빱 광안리점,부산광역시 수영구 민락수변로17번길 36(타워더모스트 광안 1층 111호 민락동),129.1260625,35.1542354,매우우수,HG230003632,부산광역시 수영구,2023-06-15
849,탑해장,부산광역시 수영구 민락수변로7번길 60(상가동 101호 민락동),129.126607,35.15551931,우수,HG230001603,부산광역시 수영구,2023-03-30
850,랑 밀락더마켓점,부산광역시 수영구 민락수변로17번길 56(2층 A-4호 민락동),129.127039,35.15421729,매우우수,HG230003705,부산광역시 수영구,2023-06-15
851,두장원,부산광역시 수영구 민락수변로17번길 56(2층 A-3호 민락동),129.127039,35.15421729,매우우수,HG230003706,부산광역시 수영구,2023-06-15
852,푸키스,부산광역시 수영구 민락수변로17번길 56(2층 B-4호 민락동),129.127039,35.15421729,매우우수,HG230003703,부산광역시 수영구,2023-06-15
853,(주)버거스올마이티 밀락더마켓점,부산광역시 수영구 민락수변로17번길 56(2층 D-3호 민락동),129.127039,35.15421729,매우우수,HG230003702,부산광역시 수영구,2023-06-15
856,램바란스 프리미엄 광안,부산광역시 수영구 민락수변로 125(4층 401호 민락동),129.1340776,35.15525122,매우우수,HG230007909,부산광역시 수영구,2023-10-23
858,호식이 두마리 치킨 남천점,부산광역시 수영구 남천동로 33(남천동 코오롱 하늘채 골든비치 501동 지12호 남천동),129.1118075,35.14148637,우수,HG230000431,부산광역시 수영구,2023-02-08
859,브알라 광안점,부산광역시 수영구 광안해변로 165(광안지웰 에스테이트 1동 1층 104호 광안동),129.1150236,35.14957829,우수,HG220006813,부산광역시 수영구,2022-08-17
860,로얄경양식&스테이크(광안점),부산광역시 수영구 민락수변로 29(바다마루 2층 201~203호 민락동),129.1246768,35.15323873,우수,HG210005443,부산광역시 수영구,2023-06-18
861,광안목,부산광역시 수영구 광남로 156(1층 민락동),129.1184449,35.15498209,매우우수,HG220008023,부산광역시 수영구,2022-09-22
862,양산도 광안점,부산광역시 수영구 광안로 21(2층 광안동),129.1152717,35.15648965,매우우수,HG220000933,부산광역시 수영구,2022-02-17
864,현풍닭칼국수 광안점,부산광역시 수영구 수영로 517(센터럴타워 1층 102호 광안동),129.1112935,35.15209143,매우우수,HG230005340,부산광역시 수영구,2023-08-01
865,경원해물찜,부산광역시 사상구 농산물시장로 22(1층 104호 엄궁동),128.9657516,35.12694754,좋음,HG220009650,부산광역시 사상구,2022-11-04
866,베러먼데이 감전산업용품상가점,부산광역시 사상구 낙동대로 910(감전동),128.9705532,35.14137668,매우우수,HG220008723,부산광역시 사상구,2022-10-12
870,bhc 엄궁점,부산광역시 사상구 엄궁로179번길 17(엄궁동),128.9749004,35.12864095,매우우수,HG210002942,부산광역시 사상구,2023-04-19
873,맥시칸 치킨,부산광역시 사상구 운산로 21(동양한신아파트 상가3동 320호 삼락동),128.9792502,35.16929511,매우우수,HG220008760,부산광역시 사상구,2022-10-13
875,사상갈비,부산광역시 사상구 광장로37번길 77(1층 괘법동),128.9807631,35.16638936,매우우수,HG230007611,부산광역시 사상구,2023-10-12
876,북촌손만두 사상애플아울렛점,부산광역시 사상구 사상로 201(2층 괘법동),128.9809875,35.1631425,매우우수,HG220009868,부산광역시 사상구,2022-11-10
877,연돈볼카츠 부산서부터미널점,부산광역시 사상구 사상로 201(서부시외버스터미널 본관동 2층 괘법동),128.9809875,35.1631425,매우우수,HG230004785,부산광역시 사상구,2023-07-13
878,고구려짬뽕10101 애플아울렛 사상점,부산광역시 사상구 사상로 201(2층 3호 괘법동),128.9809875,35.1631425,우수,HG200008423,부산광역시 사상구,2022-11-11
879,정가집,"부산광역시 사상구 사상로 201(1호 괘법동, 애플아울렛)",128.9809875,35.1631425,우수,HG220001796,부산광역시 사상구,2022-03-23
881,정담,"부산광역시 사상구 사상로 201(2층 15호 괘법동, 애플 아울렛)",128.9809875,35.1631425,우수,HG220009878,부산광역시 사상구,2022-11-10
882,남포수제비 애플아울렛,부산광역시 사상구 사상로 201(애플아울렛 본관동 2층 7호 괘법동),128.9809875,35.1631425,우수,HG220001774,부산광역시 사상구,2022-03-23
884,뉴욕버거 학장점,부산광역시 사상구 대동로 133-2(1층 학장동),128.9818213,35.14030324,매우우수,HG230007771,부산광역시 사상구,2023-10-18
889,명랑핫도그 사상점,부산광역시 사상구 사상로212번길 6(A동 1층 괘법동),128.9842463,35.16395433,매우우수,HG220006882,부산광역시 사상구,2022-08-19
890,피크피크커피,부산광역시 사상구 모라로 22(부산벤처타워 109호 모라동),128.9847254,35.19090221,매우우수,HG220000619,부산광역시 사상구,2022-02-04
892,열정국밥,부산광역시 사상구 삼덕로89번길 19(1층 덕포동),128.9865445,35.17426564,매우우수,HG230005524,부산광역시 사상구,2023-08-07
895,B.H.C 치킨,부산광역시 사상구 덕상로 25(1층 덕포동),128.989447,35.17371912,우수,HG210010926,부산광역시 사상구,2021-11-23
900,교촌모라점,부산광역시 사상구 백양대로 937(모라동),128.9913459,35.18994672,매우우수,HG210010986,부산광역시 사상구,2021-11-25
902,코지 하우스 주례점,부산광역시 사상구 주례로10번길 106(2층 주례동),129.0055337,35.14998786,매우우수,HG230008881,부산광역시 사상구,2023-11-13
905,하얼빈마라탕,부산광역시 사상구 가야대로366번길 22(2층 주례동),129.0125139,35.15000176,매우우수,HG230008845,부산광역시 사상구,2023-11-13
909,튀김 참 잘하는집,부산광역시 사상구 운산로 68(1층 괘법동),128.9835714,35.16715077,매우우수,HG220008507,부산광역시 사상구,2022-10-06
910,본 도시락 엄궁점,"부산광역시 사상구 엄궁북로 40(510동 101호 엄궁동, 롯데캐슬리버 상가1동)",128.9744963,35.12787801,좋음,HG190000167,부산광역시 사상구,2023-03-13
914,대왕불맛,부산광역시 사상구 덕상로 54(1층 덕포동),128.9900582,35.17613887,매우우수,HG210004113,부산광역시 사상구,2023-05-18
915,？？돈까스 모라점,부산광역시 사상구 백양대로 931(1층 모라동),128.9911192,35.18936267,좋음,HG220008741,부산광역시 사상구,2022-10-13
924,온기정,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),129.2127825,35.19221051,매우우수,HG220008249,부산광역시 기장군,2022-09-29
925,스시츠카무 동부산점,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),129.2127825,35.19221051,매우우수,HG220008254,부산광역시 기장군,2022-09-29
926,오장동흥남집 롯데동부산점,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),129.2127825,35.19221051,매우우수,HG220008120,부산광역시 기장군,2022-09-27
927,한양중식,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),129.2127825,35.19221051,매우우수,HG220008044,부산광역시 기장군,2022-09-27
928,진가와 롯데아울렛 동부산점,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),129.2127825,35.19221051,매우우수,HG220008043,부산광역시 기장군,2022-09-27
929,타쿠미 롯데아울렛 동부산점,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),129.2127825,35.19221051,매우우수,HG220008071,부산광역시 기장군,2022-09-27
931,애슐리퀸즈 롯데아울렛 동부산점,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),129.2127825,35.19221051,매우우수,HG230008649,부산광역시 기장군,2023-11-10
932,리미니 롯데아울렛 동부산점,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 3층),129.2127825,35.19221051,매우우수,HG230008669,부산광역시 기장군,2023-11-10
933,롱브레드 롯데몰동부산점,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 동부산점 1층),129.2127825,35.19221051,매우우수,HG220006437,부산광역시 기장군,2022-08-09
935,남도분식,부산광역시 기장군 기장읍 동부산관광로 42(43 W06동),129.2129711,35.19603043,매우우수,HG230000448,부산광역시 기장군,2023-02-10
938,바이킹스낵(윙고),부산광역시 기장군 기장읍 동부산관광로 42(50 W07-g동),129.2129711,35.19603043,매우우수,HG220006616,부산광역시 기장군,2022-08-11
939,올릭,부산광역시 기장군 기장읍 동부산관광7로 17(마티에 오시리아 26층),129.213499,35.18871501,매우우수,HG230008272,부산광역시 기장군,2023-10-31
940,골든리지 마티에오시리아,부산광역시 기장군 기장읍 동부산관광7로 17(오시리아 스위첸 마티에 105동 25층),129.213499,35.18871501,매우우수,HG230008271,부산광역시 기장군,2023-10-31
941,코지하우스 동부산롯데월드점,"부산광역시 기장군 기장읍 동부산관광로 34(A동 101-1호,101-2호 [*미고시])",129.2139718,35.1939202,매우우수,HG220001881,부산광역시 기장군,2022-03-25
942,101번지남산돈까스 오시리아테마파크 미식일상점,부산광역시 기장군 기장읍 동부산관광로 34(A동 101-3호 [*미고시]),129.2139718,35.1939202,매우우수,HG220001882,부산광역시 기장군,2022-03-25
951,스낵바2(풀바),부산광역시 기장군 기장읍 기장해안로 267-17(1층),129.220257,35.20227575,매우우수,HG230006700,부산광역시 기장군,2023-09-08
952,르블랑(Le Blanc),부산광역시 기장군 기장읍 기장해안로 267-17(엘피크리스탈메인동 2층),129.220257,35.20227575,매우우수,HG230006702,부산광역시 기장군,2023-09-08
953,스낵바1,부산광역시 기장군 기장읍 기장해안로 267-7(1층),129.221565,35.19869312,매우우수,HG230006699,부산광역시 기장군,2023-09-08
954,베케트,부산광역시 기장군 기장읍 기장해안로 267-7(1층),129.221565,35.19869312,매우우수,HG230006698,부산광역시 기장군,2023-09-08
955,Virginia(버지니아),부산광역시 기장군 기장읍 기장해안로 267-7(아난티 앳 부산호텔 12층),129.221565,35.19869312,매우우수,HG230006701,부산광역시 기장군,2023-09-08
958,맥퀸즈바앤그릴(McQueen's Bar&Grill),부산광역시 기장군 기장읍 기장해안로 268-32(본동 10층 힐튼호텔),129.2285853,35.19818935,매우우수,HG180001016,부산광역시 기장군,2022-11-08
959,이(E)까페,부산광역시 기장군 기장읍 기장해안로 268-32(지하2층 본동),129.2285853,35.19818935,매우우수,HG210003972,부산광역시 기장군,2023-05-12
960,다모임(DaMOIM),부산광역시 기장군 기장읍 기장해안로 268-32(본동 지하1~지하2층 힐튼호텔),129.2285853,35.19818935,매우우수,HG180001014,부산광역시 기장군,2022-11-08
961,맥퀸즈라운지(McQueen's Lounge),부산광역시 기장군 기장읍 기장해안로 268-32(본동 10층 힐튼부산),129.2285853,35.19818935,매우우수,HG230003229,부산광역시 기장군,2023-05-26
962,오버랩,부산광역시 기장군 기장읍 기장해안로 268-32(K동 1층),129.2285853,35.19818935,매우우수,HG220003047,부산광역시 기장군,2022-05-02
963,워치유어스텝,부산광역시 기장군 기장읍 기장해안로 268-31(지하3층),129.2289006,35.20016015,매우우수,HG230001894,부산광역시 기장군,2023-04-10
964,라메르(lamer),부산광역시 기장군 기장읍 기장해안로 268-31(지하1층),129.2289006,35.20016015,매우우수,HG220009532,부산광역시 기장군,2022-11-02
965,아라치 일광점,부산광역시 기장군 일광읍 해송1로 33(상가동 203호 일광 신도시 비스타 동원 2차),129.2301,35.26864259,매우우수,HG230007594,부산광역시 기장군,2023-10-12
967,셀렉더테이블,"부산광역시 기장군 장안읍 정관로 1133(부산프리미엄아울렛 100동 2층 453,455,457,459,461호)",129.2349503,35.32381009,매우우수,HG190002436,부산광역시 기장군,2021-12-12
968,구슬함박,부산광역시 기장군 장안읍 정관로 1133(부산프리미엄아울렛 100동 2층 465호),129.2349503,35.32381009,매우우수,HG220000671,부산광역시 기장군,2022-02-07
969,생어거스틴 부산프리미엄아울렛점,부산광역시 기장군 장안읍 정관로 1133(1500동 1층 180호 부산프리미엄아울렛),129.2349503,35.32381009,좋음,HG220000672,부산광역시 기장군,2022-02-07
970,일광개발(주) 베이사이드골프클럽 레스토랑,부산광역시 기장군 일광면 이천8길 100(베이사이드골프클럽),129.2395335,35.28185022,매우우수,HG180001246,부산광역시 기장군,2022-12-12
972,이가네 떡볶이,부산광역시 기장군 기장읍 기장해안로 147(롯데몰 3층),129.2127825,35.19221051,매우우수,HG220008272,부산광역시 기장군,2022-09-29
973,이케아 비스트로,부산광역시 기장군 기장읍 동부산관광3로 17,129.2102724,35.19028869,매우우수,HG230004598,부산광역시 기장군,2023-07-10
975,이케아 레스토랑앤카페,부산광역시 기장군 기장읍 동부산관광3로 17,129.2102724,35.19028869,매우우수,HG230004597,부산광역시 기장군,2023-07-10
979,본가 부산 일광점,부산광역시 기장군 일광면 해송1로 5(1층),129.2287681,35.26633063,좋음,HG220004063,부산광역시 기장군,2022-06-02
980,파이러츠바,부산광역시 기장군 기장읍 동부산관광로 42(52 W09동),129.2129711,35.19603043,매우우수,HG220008705,부산광역시 기장군,2022-10-12
981,모리스카페,부산광역시 기장군 기장읍 동부산관광로 42(26 J16동),129.2129711,35.19603043,매우우수,HG220008682,부산광역시 기장군,2022-10-12
982,캐비네 드 쁘아송(Cabinet de Poissons),부산광역시 기장군 기장읍 기장해안로 268-31(E104호),129.2289006,35.20016015,매우우수,HG210003986,부산광역시 기장군,2023-05-13
985,강다짐 정관신도시점,부산광역시 기장군 정관읍 정관로 565(1동 101호),129.1759497,35.32180314,매우우수,HG220002551,부산광역시 기장군,2022-04-14
986,차알 부산기장 주식회사,부산광역시 기장군 기장읍 동부산관광로 34(오시리아테마파크 A동 204호 [*미고시]),129.2139718,35.1939202,매우우수,HG220001880,부산광역시 기장군,2022-03-25
988,카가와식당 부산기장롯데월드점,부산광역시 기장군 기장읍 동부산관광로 34(A동 1층 101-4호 [*미고시]),129.2139718,35.1939202,매우우수,HG220001878,부산광역시 기장군,2022-03-25
989,콘타이,부산광역시 기장군 기장읍 동부산관광로 34(1층 101-5호 [*미고시]),129.2139718,35.1939202,매우우수,HG220002824,부산광역시 기장군,2022-04-25
990,언양닭칼국수 정관점,"부산광역시 기장군 정관읍 정관6로 31(109,110호)",129.1774478,35.3196974,매우우수,HG230002344,부산광역시 기장군,2023-04-25
991,신차이 롯데월드어드벤처 부산점,부산광역시 기장군 기장읍 동부산관광로 42(3동 1층),129.2129711,35.19603043,매우우수,HG220008278,부산광역시 기장군,2022-09-29
993,바이킹스낵(모노브레드),부산광역시 기장군 기장읍 동부산관광로 42(49 W07-f동),129.2129711,35.19603043,매우우수,HG220006632,부산광역시 기장군,2022-08-11
994,조이풀푸드플라자,부산광역시 기장군 기장읍 동부산관광로 42(25 J13동),129.2129711,35.19603043,매우우수,HG230000449,부산광역시 기장군,2023-02-10
995,가든스낵,부산광역시 기장군 기장읍 동부산관광로 42(36 R09동),129.2129711,35.19603043,매우우수,HG230000451,부산광역시 기장군,2023-02-10
996,스톤게이트CC클럽하우스,산 252-51 외160필지,,,매우우수,HG180001279,부산광역시 기장군,2022-12-26
998,깡통골목할매 유부전골 본점,부산광역시 중구 부평3길 29(1층 부평동1가),129.0270669,35.10203275,매우우수,HG230005303,부산광역시 중구,2023-07-31
999,크러그 남포점,부산광역시 중구 광복로 23-1(1층 부평동1가),129.0276714,35.09951271,우수,HG230007372,부산광역시 중구,2023-10-04
1007,매머드익스프레스(MAMMOTH EXPRESS) 부산남포,부산광역시 중구 구덕로 50(1층 남포동5가),129.0303572,35.09853439,매우우수,HG210010011,부산광역시 중구,2023-10-25
1014,교자연,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 외 110필지 롯데백화점)",129.0367048,35.09830894,매우우수,HG220010894,부산광역시 중구,2022-12-09
1015,비첸향,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 롯데백화점)",129.0367048,35.09830894,매우우수,HG230002817,부산광역시 중구,2023-05-16
1016,롯데푸드(주) 파스퇴르 밀크바 광복점,"부산광역시 중구 중앙대로 2(중앙동7가, 롯데백화점 광복점 아쿠아몰 지하1층)",129.0367048,35.09830894,매우우수,HG220005332,부산광역시 중구,2022-07-07
1017,라비타커피(Lavita Coffee),"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 외 110필지 롯데백화점)",129.0367048,35.09830894,매우우수,HG190002857,부산광역시 중구,2021-12-30
1018,롬카페 롯데백화점광복점,"부산광역시 중구 중앙대로 2(5층 중앙동7가, 롯데백화점광복점 아쿠아몰)",129.0367048,35.09830894,매우우수,HG190000849,부산광역시 중구,2023-07-29
1019,롯데푸드(주)롯데백화점 광복점 커피,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 외 110필지 롯데백화점)",129.0367048,35.09830894,매우우수,HG190002842,부산광역시 중구,2021-12-30
1020,수림식당 광복점,부산광역시 중구 중앙대로 2(롯데백화점광복점 지하1층 중앙동7가),129.0367048,35.09830894,매우우수,HG220008734,부산광역시 중구,2022-10-12
1021,라이네쎄광복점,부산광역시 중구 중앙대로 2(롯데백화점광복점 2층 중앙동7가),129.0367048,35.09830894,매우우수,HG230002814,부산광역시 중구,2023-05-16
1022,도제 롯데백화점 광복점,부산광역시 중구 중앙대로 2(롯데백화점광복점 지하1층 중앙동7가),129.0367048,35.09830894,매우우수,HG230000582,부산광역시 중구,2023-02-16
1023,챔피언1250X맘스카페,부산광역시 중구 중앙대로 2(롯데백화점광복점 7층 중앙동7가),129.0367048,35.09830894,매우우수,HG230002820,부산광역시 중구,2023-05-16
1024,블랙업커피 롯데광복,부산광역시 중구 중앙대로 2(롯데백화점광복점 지하1층 중앙동7가),129.0367048,35.09830894,매우우수,HG230006623,부산광역시 중구,2023-09-06
1025,고구려푸드 영남지사,부산광역시 중구 중앙대로 2(롯데백화점광복점 지하1층 중앙동7가),129.0367048,35.09830894,우수,HG220008717,부산광역시 중구,2022-10-12
